Qu1,Qu2,ID1,ID2,Distance,Type
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",3422,3467,0.56800731753619,Real-Symmetric
Are you in favor of further tightening the asylum law?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3430,3445,0.5680139284911065,Real-Symmetric
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",3414,3424,0.5680532778212634,Real-Symmetric
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",Should Switzerland strive for a free trade agreement with the USA?,3436,3469,0.5680813978058787,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Would you support the introduction of an opt-out solution of for organ donation?,3388,3419,0.5681052147637875,Real-Symmetric
"What is your position the following statement: ""Wealthy individuals should contribute more to the funding of the state.""",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3399,3471,0.5681233653432161,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,3418,3439,0.5681251488948749,Real-Symmetric
Should the federal government provide more support for the integration of foreigners?,Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,3391,3456,0.5681485443776069,Real-Symmetric
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,3414,3439,0.5681644905222477,Real-Symmetric
Should married couples be taxed separately (individual taxation)?,"Should the federal government spend more or less in the area of ""Social services""?",3438,3476,0.5681657494093426,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,3418,3420,0.5681938638277252,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,3398,3440,0.5681958569612955,Real-Symmetric
"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3447,3455,0.568312076029362,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,Should high traffic motorways be expanded to six lanes?,3412,3451,0.568327283444837,Real-Symmetric
Are you in favour of a complete liberalisation of business hours for shops?,Should the expansion of the mobile network according to the 5G standard continue?,3443,3446,0.5684071943478775,Real-Symmetric
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",Are you in favour of stricter monitoring of pay equity for women and men? ,3424,3434,0.5684565824773289,Real-Symmetric
Should the protection against dismissal for older employees be extended?,Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,3444,3456,0.5684619299791072,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3421,3464,0.568481851601778,Real-Symmetric
"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3453,3471,0.5685686597873066,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,3423,3456,0.5686007377193039,Real-Symmetric
