Qu1,Qu2,Distance,Type
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","Should the federal government spend more or less in the area of ""Social services""?",0.5628844113241899,Real-Symmetric
Are you in favor of closer relations with the European Union (EU)?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.5629573658033797,Real-Symmetric
Should cannabis use be legalized? [BePart question],Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.5629646713189552,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.5630641862926793,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,Should direct payments only be granted to farmers with proof of ecological performance?,0.563227712597483,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.5632440097048381,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.5632797770275904,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"Should the federal government spend more or less in the area of ""Public security""?",0.5633273927198551,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.5633746869899099,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,"Should the federal government spend more or less in the area of ""Social services""?",0.5634001840430661,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.5634243046743531,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Should cannabis use be legalized? [BePart question],0.563429382570413,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Should busy sections of highways be widened?,0.5634676768959282,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.5634941217340974,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.5635346328192969,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"Should the federal government spend more or less in the area of ""Social services""?",0.5635491230225173,Real-Symmetric
